job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,Senior,None,"Cloud-Based Solutions, SaaS, Telecommunications",201–500 people,Private,None,None,"Amsterdam,Netherlands","['mysql', 'database']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['python', 'cloud', 'postgresql']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['php', 'mysql', 'github']"
Full-time,"Mid-Level, Senior, Lead",Frontend Developer,"Mobile Application, Software Development / Engineering, Telecommunications",11–50 people,Private,None,None,"Manchester,UK","['reactjs', 'javascript']"
Full-time,"Mid-Level, Senior, Lead","Frontend Developer, Full Stack Developer",None,None,None,€45k - 65k (Euros),None,"Paris,France","['javascript', 'angular', 'reactjs', 'vue.js', 'node.js']"
Full-time,None,None,Telecommunications,10k+ people,Public,None,None,"Richardson,TX","['web-services', 'c#', '.net']"
Full-time,"Senior, Lead",None,"Cloud Computing, Cloud-Based Solutions, Internet Infrastructure",51–200 people,Private,$185k - 250k (US Dollars),None,"SanFrancisco,CA","['amazon-web-services', 'google-cloud-platform', 'azure']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['java', 'ruby']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Digital Agency, Digital Health, Mobile Development",11–50 people,Private,None,None,"München,Germany","['node.js', 'reactjs', 'javascript', 'angularjs', 'typescript']"
Full-time,None,"Mobile Developer, QA/Test Developer",None,None,None,None,None,"Hyderabad,India","['testing', 'qa', 'ios']"
Full-time,Mid-Level,DevOps,Food & Beverage,10k+ people,Public,None,None,"Coventry,UK","['.net', 'c#', 'devops']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['php', 'ajax', 'mysql']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Yokohama,Japan","['swift', 'c#', 'java']"
Full-time,Mid-Level,None,"Medical Imaging, Medical Software, Software Development",1k–5k people,Public,None,On-siteandlimitedremote,"Veenendaal,Netherlands",[]
Full-time,None,None,None,None,None,None,None,"Sendai,Japan","['java', 'sql']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['c#', 'asp.net-mvc', 'asp.net']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['reactjs', 'mobile', 'android']"
Full-time,"Mid-Level, Senior",None,"Online Travel, Travel & Tourism",201–500 people,None,None,None,"Vilnius,Lithuania","['amazon-web-services', 'cloud', 'java', 'mysql']"
Full-time,None,None,None,None,None,None,None,"Washington,DC",['.net']
Full-time,"Mid-Level, Senior, Lead","DevOps, System Administrator","Cloud Services, Information Technology",10k+ people,Public,None,None,"Herndon,VA","['java', 'c++', 'c#', 'python', 'ruby', 'sysadmin']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['python', 'c++']"
Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['linux', 'python', 'bash']"
Full-time,None,None,None,None,None,None,None,"Suita,Japan","['php', 'python', 'ruby']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['sql', 'sql-server', 'java']"
Internship,Student,None,"Information Technology, Insurance",501–1k people,Public,None,None,"Schiedam,Netherlands","['c#', 'sql', 'scrum']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['css', 'html', 'html5']"
Full-time,"Junior, Mid-Level, Senior","DevOps, QA/Test Developer","IPTV, Telecommunications, Video Streaming",51–200 people,Private,€40k - 70k (Euros),None,"Oslo,Norway","['python', 'docker', 'automated-tests', 'jenkins', 'git']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['java', 'angularjs', 'python']"
Full-time,"Senior, Lead",Mobile Developer,"Education Technology, Healthcare, Medical",201–500 people,VC Funded,€60k - 70k (Euros),None,"Berlin,Germany","['android', 'reactjs', 'java', 'kotlin', 'github']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Nagoya,Japan","['php', 'java', 'objective-c']"
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"B2B, Software Consulting, Software Development / Engineering",51–200 people,Private,None,None,"München,Deutschland","['java-ee', 'java', 'spring', 'rest', 'git']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['php', 'mysql', 'git']"
Full-time,Mid-Level,Mobile Developer,"Business Process Optmization, Cloud-Based Solutions, SaaS",51–200 people,Private,None,None,"McKinney,TX","['reactjs', 'mobile', 'android', 'ios', 'react-native']"
Full-time,"Junior, Mid-Level, Senior",None,"Artificial Intelligence, Consulting, Software Development / Engineering",10k+ people,Private,None,None,"Munich,Germany","['python', 'sql', 'docker', 'kubernetes', 'continuous-integration']"
Full-time,None,None,None,None,None,None,None,"Suita,Japan",['java']
Full-time,Mid-Level,None,None,None,None,None,None,"Stuttgart,Deutschland",['security']
Full-time,None,None,None,None,None,None,None,"Toyota,Japan","['java', 'c#']"
Full-time,"Junior, Mid-Level, Senior","Backend Developer, DevOps",Information Technology,1k–5k people,Private,None,On-siteandlimitedremote,"Weinsberg,Germany",[]
Full-time,"Junior, Mid-Level",Embedded Developer,"Federal Agencies, High-Performance Computing",51–200 people,Private,None,None,"Houston,TX","['embedded', 'c', 'c++', 'python', 'bash']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['hadoop', 'vb.net', 'azure']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['javascript', 'agile', 'css']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['java', 'java-ee', 'spring']"
Full-time,"Junior, Mid-Level, Senior","Frontend Developer, Full Stack Developer","Digital Agency, E-Commerce, #mastersfamily",11–50 people,Private,€40k - 51k (Euros),None,"Hamburg,Deutschland","['php', 'jquery', 'html', 'css', 'javascript']"
Full-time,None,None,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA",['python']
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['objective-c', 'ios', 'mobile']"
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['ruby-on-rails', 'ruby', 'linux']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['angularjs', 'javascript', 'css']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['android', 'ios', 'java']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['php', 'java']"
Full-time,"Mid-Level, Senior, Lead",Backend Developer,"Cloud-Based Solutions, Customer Communication Management, Customer Data Platform",1–10 people,Private,€40k - 75k (Euros),None,"Berlin,Germany","['google-app-engine-python', 'python', 'rest', 'vue.js', 'api']"
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['amazon-web-services', 'python', 'cloud']"
Full-time,"Junior, Mid-Level","Data Scientist, Full Stack Developer","Events, Security",1–10 people,Private,€30k - 50k (Euros),On-siteandlimitedremote,"Kaiserslautern,Germany",[]
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['amazon-web-services', 'spring', 'reactjs']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['web-services', 'design']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['scala', 'linux', 'osx']"
Full-time,None,None,Telecommunications,10k+ people,Public,None,None,"Atlanta,GA","['reactjs', 'node.js', 'angularjs']"
Full-time,None,Data Scientist,None,None,None,None,None,"Ahmedabad,India","['php', 'machine-learning', 'algorithm']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['javascript', 'user-interface', 'mysql']"
Full-time,None,None,None,None,None,None,None,"Okayama,Japan","['php', 'java']"
Full-time,None,None,None,None,None,None,None,"Okayama,Japan","['c++', 'vb.net', 'java']"
Full-time,Mid-Level,System Administrator,"IT Consulting, IT Recruitment, IT Security",10k+ people,Public,€40k - 70k (Euros),None,"Berlin,Deutschland","['java', 'java-ee-6', 'swing', 'javafx', 'git', 'sysadmin']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Agile Software Development, Information Technology, Technology Consulting",11–50 people,Private,None,None,"Washington,DC","['php', 'mysql', 'javascript', 'laravel', 'sql-server']"
Full-time,"Junior, Mid-Level, Senior",None,"Security Software, Secure Messaging, Secure Back Up",11–50 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,DevOps,None,None,None,None,None,"MeguroCity,Japan","['c', 'c#', 'chef']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'laravel', 'node.js']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Banking, Financial Technology, Mobile",501–1k people,Private,£55k - 100k (British Pounds),None,"London,UK","['android', 'mobile', 'kotlin', 'java']"
Full-time,None,Data Scientist,None,None,None,None,None,"Hyderabad,India","['amazon-web-services', 'machine-learning', 'r']"
Full-time,Mid-Level,Data Scientist,"Digital Health, Healthcare, Life Sciences",51–200 people,Private,None,None,"München,Germany","['r', 'algorithm', 'data-analysis', 'python', 'machine-learning']"
Full-time,"Junior, Mid-Level","DevOps, System Administrator","Collaboration Tools, Enterprise Software",201–500 people,Private,$80k - 100k (US Dollars),None,"Arlington,VA","['amazon-web-services', 'devops', 'docker', 'iis']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['php', 'mysql']"
Full-time,"Senior, Lead, Manager",Data Scientist,"Cybersecurity, Data & Analytics, Government",501–1k people,Public,None,None,Singapore,"['machine-learning', 'algorithm', 'python', 'java']"
Full-time,None,"Product Manager, QA/Test Developer","Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"London,UK","['automation', 'testing', 'project-management']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['.net', 'c#', 'web-services']"
Full-time,"Student, Junior, Mid-Level","DevOps, System Administrator","AI Research, Market Research, Surveying",11–50 people,Private,None,None,"Redmond,WA",['linux']
Full-time,"Mid-Level, Senior","Mobile Developer, QA/Test Developer","eCommerce, Food & Beverage, Logistics & Distribution",10k+ people,Public,None,None,"Berlin,Deutschland","['automation', 'android-espresso', 'xcuitest', 'xcode', 'android-studio']"
Full-time,None,Embedded Developer,None,None,None,None,None,"Zweibrücken,Germany","['c++', 'embedded', 'qt']"
Full-time,None,None,None,None,None,None,None,"Hamamatsu,Japan","['c#', 'reactjs', 'c']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['linux', 'amazon-web-services']"
Full-time,None,None,None,None,None,None,None,"Mumbai,India","['scala', 'cassandra', 'bash']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['php', 'angularjs', 'mysql']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'vb.net', 'spring']"
Full-time,None,None,"Computer Software, Information Technology, Software Development / Engineering",1–10 people,Private,None,None,"Maxhütte-Haidhof,Deutschland","['c#', 'typescript', 'javascript']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['python', 'javascript', 'css']"
Full-time,Senior,DevOps,"Cloud Services, Customer Experience Management, Enterprise Software",10k+ people,Public,None,None,"Bengaluru,India","['cloud', 'go', 'linux', 'kubernetes']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Cleveland,OH",['testing']
Contract,"Mid-Level, Senior, Lead",None,Agile Software Development,51–200 people,Private,A$150k - 200k (Australian Dollars),None,"Caulfield,Australia","['node', 'microservices', 'react', 'aws', 'docker']"
Full-time,None,None,None,None,None,None,None,"Kishiwada,Japan","['php', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Ikeda,Japan","['linux', 'windows', 'java']"
Full-time,Mid-Level,None,None,None,None,None,None,"Denver,CO","['salesforce', 'visualforce', 'apex']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Lucknow,India","['android', 'java', 'mobile']"
Full-time,None,None,None,None,None,None,None,"Noida,India","['php', 'wordpress', 'mongodb']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Platforms, Software Development, Software Development / Engineering",1k–5k people,Public,None,None,"SantaClara,CA","['reactjs', 'javascript', 'cloud', 'graphql']"
Full-time,None,Mobile Developer,"Agile Software Development, Banking, IT Consulting",1k–5k people,Private,None,None,"Zürich,Switzerland","['android', 'mobile', 'java']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Ahmedabad,India","['testing', 'php', 'automated-tests']"
Full-time,"Student, Junior, Mid-Level","DevOps, System Administrator","Big Data, Industrial Automation, Software Development / Engineering",11–50 people,Private,€36k - 60k (Euros),None,"München,Germany","['amazon-web-services', 'elasticsearch', 'kubernetes', 'office365', 'gradle', 'sysadmin']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Indore,India","['angularjs', 'javascript', 'php']"
Full-time,None,None,None,None,None,None,None,"Kolkata,India","['java', 'scala']"
Full-time,None,None,None,None,None,None,None,"Kochi,India","['symfony2', 'php', 'mysql']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['php', 'laravel', 'sql']"
Full-time,None,Frontend Developer,None,None,None,None,None,"NewDelhi,India","['php', 'javascript', 'jquery']"
Full-time,"Mid-Level, Senior",Embedded Developer,None,None,None,£50k - 70k (British Pounds),None,"Chichester,UK","['embedded-linux', 'c++', 'go']"
Full-time,None,None,None,None,None,None,None,"NewDelhi,India","['php', 'wordpress', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['reactjs', 'node.js']"
Full-time,None,None,None,None,None,None,None,"Sapporo,Japan","['java', 'java-ee', 'javascript']"
Full-time,None,None,None,None,None,None,None,"Trenton,NJ","['java', 'sql', 'spring']"
Full-time,Mid-Level,"Full Stack Developer, Mobile Developer","E-Commerce, Healthcare",201–500 people,Private,None,None,"Mannheim,Deutschland","['node.js', 'react']"
Full-time,Junior,None,None,None,None,None,None,"Winterthur,Schweiz","['java', 'javascript', 'react']"
Full-time,Mid-Level,Product Manager,"Cybersecurity, Machine Learning, Security Software",51–200 people,VC Funded,None,None,"London,UK",['security']
Full-time,"Mid-Level, Senior",None,"Cloud-Based Solutions, Consulting, Software Development",51–200 people,Private,None,Remote,Noofficelocation,"['automation', 'java', 'rest-assured', 'json', 'testng']"
Full-time,Senior,Backend Developer,"Agile Software Development, Banking, Insurance",201–500 people,Private,None,None,"München,Deutschland","['node.js', 'reactjs', 'javascript', 'rabbitmq', 'elasticsearch']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['ios', 'objective-c', 'java']"
Full-time,Lead,Mobile Developer,None,None,None,None,None,"SanFrancisco,CA","['android', 'java', 'mobile', 'kotlin', 'subscription']"
Full-time,Mid-Level,Backend Developer,None,None,None,None,None,"Prague,Czechia","['.net', 'c#', 'sql', 'backend']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['javascript', 'php', 'css']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"NewYork,NY","['c++', 'hadoop', 'java']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['c', 'php', 'java']"
Full-time,Senior,Backend Developer,"Software Consulting, Software Development",11–50 people,Private,€50k - 80k (Euros),None,"München,Deutschland","['java', 'xml', 'xslt', 'sql']"
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['java', 'ruby-on-rails', 'java-ee']"
Full-time,"Mid-Level, Senior, Lead",None,Insurance,11–50 people,Public,None,None,"FrankfurtamMain,Deutschland","['php', 'symfony2', 'amazon-web-services', 'symfony-3.4', 'docker']"
Contract,None,None,"Bioinformatics, Genomics, Science",501–1k people,Public,£49k - 59k (British Pounds),None,"Hinxton,UK","['git', 'github', 'openstack', 'unix', 'cloud']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['java', 'vb.net', 'c']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['android', 'java', 'reactjs']"
Full-time,Mid-Level,None,"Enterprise Software, Enterprise Web Solutions, Software Development / Engineering",11–50 people,Private,None,None,"Leipzig,Deutschland","['scrum', 'kanban']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['java', 'unix', 'spring']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Ahmedabad,India","['javascript', 'css', 'reactjs']"
Full-time,Senior,Backend Developer,"Entertainment, Music",51–200 people,Private,None,None,"LosAngeles,CA","['python', 'django', 'google-cloud-platform', 'kubernetes', 'c++']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['java', 'android', 'reactjs']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['hadoop', 'bigdata', 'java']"
Full-time,"Junior, Mid-Level, Senior",Mobile Developer,"B2C, Mobile, Mobile Application",11–50 people,Private,None,None,"İstanbul,Turkey","['ios', 'swift', 'objective-c', 'mobile']"
Full-time,Mid-Level,Frontend Developer,"Agile Software Development, eCommerce, Software Development / Engineering",201–500 people,None,None,None,"Durham,NC","['reactjs', 'javascript', 'node.js', 'react', 'redux']"
Full-time,Senior,DevOps,"Agile Software Development, Cloud Computing, SaaS",1k–5k people,VC Funded,£55k - 85k (British Pounds),On-siteandlimitedremote,"York,UK",[]
Full-time,"Mid-Level, Senior",Desktop Developer,Software Development / Engineering,51–200 people,Private,None,On-siteandlimitedremote,"Egg,Österreich",[]
Full-time,Senior,Mobile Developer,"Business to Business, Enterprise Software, Software Development / Engineering",1–10 people,Private,None,None,"Perlen,Schweiz","['vb.net', 'c#', 'sql-server', 'android', 'xcode']"
Full-time,None,None,None,None,None,None,None,"ToshimaCity,Japan","['c++', 'python', 'c#']"
Full-time,None,None,None,None,None,None,None,"Kyoto,Japan","['c#', 'c#-4.0', 'xamarin']"
Full-time,"Senior, Lead",Database Administrator,eCommerce,10k+ people,Public,None,None,"Berlin,Germany","['amazon-web-services', 'etl', 'apache-spark', 'sql', 'bigdata']"
Full-time,Senior,Backend Developer,"Ad Tech, Programmatic Advertising, SaaS",11–50 people,Public,None,None,"SanMateo,CA","['spring', 'hibernate', 'mysql', 'java', 'amazon-web-services']"
Full-time,Senior,Mobile Developer,"Mobile, Mobile Application, Mobile Development",11–50 people,Private,None,None,"Minneapolis,MN","['ios', 'swift', 'objective-c', 'apple-watch', 'iphone']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['ruby', 'ruby-on-rails', 'user-interface']"
Full-time,"Mid-Level, Senior, Lead",Product Manager,"Artificial Intelligence, Data Analysis, Healthcare",11–50 people,VC Funded,€45k - 75k (Euros),None,"Leipzig,Deutschland","['project-management', 'dicom', 'hl7-fhir', 'jira', 'architecture']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Hyderabad,India","['python', 'selenium', 'automation']"
Full-time,Mid-Level,None,"Entertainment, Media, SaaS",11–50 people,Private,None,Remote,Noofficelocation,"['python', 'json', 'amazon-web-services', 'google-cloud-platform']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['node.js', 'angularjs', 'c++']"
Full-time,Senior,Mobile Developer,"Agile Software Development, Enterprise Software, IT Consulting",201–500 people,Private,None,None,"Leinfelden-Echterdingen,Germany","['java', 'android', 'kotlin', 'angularjs', 'xcode']"
Full-time,"Senior, Lead","Backend Developer, Full Stack Developer","Ad Tech, Digital Advertising, Mobile Analytics",51–200 people,Private,None,None,"Barcelona,Spain","['java', 'go', 'python', 'javascript', 'concurrency']"
Full-time,None,None,None,None,None,None,None,"Sapporo,Japan","['php', 'html', 'html5']"
Full-time,"Mid-Level, Senior, Lead",None,"Customer Data Platform, Data & Analytics, Developer APIs",51–200 people,VC Funded,€55k - 75k (Euros),On-siteandlimitedremote,"Paris,France",[]
Full-time,"Mid-Level, Senior",None,"Legal Technology, Software Development / Engineering",11–50 people,Private,None,None,"Chicago,IL","['cloud', 'c#', 'asp.net-mvc']"
Full-time,None,Backend Developer,None,None,None,None,None,"Bengaluru,India","['reactjs', 'javascript', 'api']"
Full-time,Mid-Level,None,"Benefit Administration, SaaS, Software Development",501–1k people,Private,£55k - 65k (British Pounds),None,"London,UK","['c#', '.net', 'angular', 'mongodb', 'sql']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['javascript', 'php']"
Full-time,None,Backend Developer,None,None,None,None,None,"Mumbai,India","['java', 'rest', 'spring']"
Full-time,"Lead, Manager",Backend Developer,Real Estate,51–200 people,Private,None,None,"Berlin,Germany","['java', 'go', 'python', 'amazon-web-services', 'microservices']"
Contract,Lead,System Administrator,"Information Technology, Life Sciences, Pharmaceuticals",11–50 people,Private,$300k - 320k (US Dollars),None,"VernonHills,IL","['security', 'cloud', 'azure', 'amazon-web-services']"
Full-time,None,None,None,None,None,None,None,"MeguroCity,Japan","['c#', 'c#-4.0', 'asp.net']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['vb.net', 'c#', 'asp.net']"
Full-time,None,System Administrator,None,None,None,None,None,"ShinjukuCity,Japan","['java', 'mongodb', 'redis']"
Full-time,"Junior, Mid-Level",DevOps,"Aerospace, Defence & Security, Software Development / Engineering",1k–5k people,Private,None,None,"Ottawa,ON,Canada","['devops', 'docker', 'kubernetes', 'git', 'jenkins']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['reactjs', 'javascript', 'css']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['ruby', 'ruby-on-rails', 'javascript']"
Full-time,"Mid-Level, Senior",Frontend Developer,"AI Research, Artificial Intelligence, Machine Learning",51–200 people,VC Funded,None,None,"Glendale,CA","['reactjs', 'javascript', 'angularjs']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['angularjs', '.net', 'javascript']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['node.js', 'postgresql', 'elasticsearch']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['reactjs', 'ruby-on-rails', 'ruby']"
Internship,"Student, Junior",Frontend Developer,"Mobile Application, Web Design, Web Development",11–50 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['c#', '.net', 'asp.net']"
Full-time,Mid-Level,None,"Cloud Services, Domains",5k–10k people,Private,None,None,"Karlsruhe,Deutschland","['java', 'spring', 'spring-mvc', 'redis', 'maven']"
Full-time,None,"Embedded Developer, Mobile Developer","Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['embedded', 'android', 'java']"
Full-time,"Mid-Level, Senior",System Administrator,"Financial Services, Financial Technology, Information Technology",1k–5k people,VC Funded,None,None,"London,UK","['mariadb', 'postgresql', 'mysql', 'database', 'amazon-web-services', 'sysadmin']"
Full-time,"Senior, Lead","Full Stack Developer, Mobile Developer",Financial Technology,51–200 people,Private,$156k - 220k (US Dollars),None,"PaloAlto,CA","['c#', '.net', 'web', 'amazon-web-services', 'mobile']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Mumbai,India","['css', 'html', 'html5']"
Full-time,None,None,None,None,None,None,None,"Surat,India","['php', 'mysql', 'html']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['reactjs', 'ruby', 'ruby-on-rails']"
Full-time,None,Product Manager,"Cloud Services, Information Technology",10k+ people,Public,None,None,"NewYork,NY","['cloud', 'clojure', 'project-management']"
Full-time,Senior,None,None,None,None,None,Remote,"Nottingham,UK",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['reactjs', 'ios', 'android']"
Full-time,None,Frontend Developer,"Cloud Services, Customer Experience Management, Enterprise Software",10k+ people,Public,None,None,"Sofia,Bulgaria","['oop', 'jenkins', 'cloud']"
Full-time,Senior,None,Information Technology,11–50 people,Private,None,None,"Böblingen,Deutschland","['teamviewer', 'phone-call', 'email']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['php', 'reactjs', 'mysql']"
Full-time,Senior,Backend Developer,"proptech, portal, Real Estate",501–1k people,Private,None,On-siteandlimitedremote,"London,UK",[]
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['ruby-on-rails', 'ruby', 'node.js']"
Full-time,"Mid-Level, Senior","DevOps, System Administrator","Broadcast, Digital Media, Media",501–1k people,Public,None,None,"Hilversum,Netherlands","['docker', 'cloud', 'jenkins', 'azure', 'kubernetes', 'sysadmin']"
Full-time,Mid-Level,None,Consulting,10k+ people,None,None,None,"Waltham,MA","['r', 'python', 'machine-learning', 'sas', 'tensorflow']"
Full-time,None,"Embedded Developer, Graphics/Game Developer",Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA","['c++', 'gpu', 'opengl', 'c', 'python']"
Full-time,"Mid-Level, Senior",Frontend Developer,"Gaming, Software Development / Engineering, Web Technology",201–500 people,Private,€45k - 60k (Euros),On-siteandlimitedremote,"Is-Swieqi,Malta",[]
Full-time,None,None,None,None,None,None,None,"Chennai,India","['php', 'mysql', 'oop']"
Full-time,None,Frontend Developer,"E-Commerce, Health Care, Supply Chain Management Software",11–50 people,Private,$60k - 90k (US Dollars),None,"Chicago,IL","['ruby-on-rails', 'ruby', 'javascript', 'jquery', 'vue.js']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['c#', 'asp.net', '.net']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['javascript', 'oop', 'cloud']"
Full-time,None,None,None,None,None,None,None,"福岡市,Japan","['java', 'python', 'sql']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['scala', 'python', 'sql']"
Full-time,None,None,None,None,None,None,None,"ChuoCity,Japan","['javascript', 'php', 'mysql']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Automotive, Data & Analytics, Information Technology",11–50 people,VC Funded,€40k - 60k (Euros),None,"Vienna,Austria","['javascript', 'node.js', 'typescript', 'reactjs', 'react-native']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['hadoop', 'amazon-web-services', 'python']"
Full-time,Mid-Level,Full Stack Developer,None,None,None,None,None,"Berlin,Deutschland","['c#', '.net', 'c#-4.0']"
Contract,"Mid-Level, Senior, Lead","DevOps, Full Stack Developer",None,None,None,$40k - 75k (US Dollars),Remote,Noofficelocation,[]
Full-time,Senior,"Backend Developer, DevOps","3D Printing, CNC Machining, Software Development / Engineering",51–200 people,VC Funded,€53k - 68k (Euros),On-siteandlimitedremote,"Amsterdam,Netherlands",[]
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['c#', 'asp.net']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['php', 'responsive-design']"
Full-time,Mid-Level,Database Administrator,"Communications, Network Security, Telecommunications",10k+ people,Public,$90k - 110k (US Dollars),None,"Broomfield,CO","['java', 'sql', 'java-ee', 'oracle']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['php', 'lamp', 'oop']"
Full-time,Mid-Level,None,None,None,None,None,None,"Mannheim,Germany","['cloud', 'sap', 'salesforce']"
Full-time,Senior,"Backend Developer, Database Administrator","Health Care, Information Technology, Software Development / Engineering",201–500 people,Private,$125k - 150k (US Dollars),None,"Baltimore,MD","['clojure', 'sql', 'sas', 'algorithm', 'data-modeling']"
Full-time,"Senior, Lead",DevOps,"Mobile Development, Product Development, Web Development",11–50 people,Private,None,None,"Washington,DC","['amazon-web-services', 'elasticsearch', 'linux', 'ruby-on-rails', 'mongodb']"
Contract,"Mid-Level, Senior",Designer,Financial Technology,1–10 people,VC Funded,None,Remote,Noofficelocation,"['css', 'sketchapp', 'user-experience', 'user-interface', 'twitter-bootstrap']"
Full-time,None,Mobile Developer,"Consumer Electronics, Information Technology, Retail",1k–5k people,Private,None,None,"Rotterdam,Netherlands",['android']
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['c++', 'java', 'qt']"
Internship,Student,None,"Aerospace, Data Science, Software Development",5k–10k people,Public,None,None,"Braunschweig,Deutschland","['c++', 'python', 'automated-tests']"
Full-time,None,None,None,None,None,None,None,"Atsugi,Japan","['javascript', 'java', 'python']"
